payment_id,amount,failure_reason,baseline_recovered,baseline_attempts,recoup_recovered,recoup_attempts,first_action,first_timing,first_probability,second_action,second_timing,second_probability,final_outcome
PAY_014947,1880.64,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7485440877877035,,0,0.0,RECOVERED
PAY_012952,4319.28,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7457884485618164,,0,0.0,RECOVERED
PAY_017809,1909.96,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.6597791351605069,,0,0.0,RECOVERED
PAY_003721,1454.85,UNKNOWN,False,2,False,2,SMART_RETRY,1,0.35540845780851804,PAYMENT_LINK,24,0.33062749963049504,NOT_RECOVERED
PAY_003656,2749.7,UNKNOWN,True,1,True,2,PAYMENT_LINK,24,0.356640401035755,NUDGE,48,0.28493844485627723,RECOVERED
PAY_014524,1137.06,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.36380299490676926,PAYMENT_LINK,24,0.30048831475947935,RECOVERED
PAY_001962,3479.17,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7433250894020084,,0,0.0,RECOVERED
PAY_013291,407.56,UNKNOWN,False,2,True,2,PAYMENT_LINK,24,0.45075404663443275,SMART_RETRY,48,0.2807554303991754,RECOVERED
PAY_002427,1858.27,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8061996425833168,,0,0.0,RECOVERED
PAY_019576,3437.47,UNKNOWN,False,2,True,1,PAYMENT_LINK,48,0.36517294137455186,,0,0.0,RECOVERED
PAY_019217,5744.42,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.6726551082707265,,0,0.0,RECOVERED
PAY_006684,584.56,BANK_ERROR,True,1,False,1,SMART_RETRY,48,0.7943800506629444,,0,0.0,STOP
PAY_001715,2387.92,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6964232726827417,,0,0.0,RECOVERED
PAY_006654,2592.26,MANDATE_FAILURE,False,2,False,2,PAYMENT_LINK,24,0.6923591683355526,PAYMENT_LINK,48,0.6643702340734814,NOT_RECOVERED
PAY_008434,4242.39,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6337971241106407,,0,0.0,RECOVERED
PAY_010005,4248.02,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,48,0.7386855677389734,,0,0.0,RECOVERED
PAY_003255,1687.98,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6539399365303434,,0,0.0,RECOVERED
PAY_000605,1464.15,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7462634128634137,,0,0.0,RECOVERED
PAY_013332,3623.0,UNKNOWN,False,2,True,1,PAYMENT_LINK,24,0.3884239778565183,,0,0.0,RECOVERED
PAY_008950,695.73,UNKNOWN,False,2,True,1,PAYMENT_LINK,1,0.47156851220857726,,0,0.0,RECOVERED
PAY_016139,5595.85,BANK_ERROR,True,1,True,2,PAYMENT_LINK,24,0.7109798531976618,SMART_RETRY,48,0.6541741882272352,RECOVERED
PAY_000046,648.04,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.35398518323388267,NUDGE,48,0.28313510195329566,NOT_RECOVERED
PAY_014484,2266.89,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.6829849198640714,,0,0.0,RECOVERED
PAY_014680,1546.45,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8184786689423033,,0,0.0,RECOVERED
PAY_004578,705.23,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.6634224027820423,,0,0.0,RECOVERED
PAY_010264,3249.24,UNKNOWN,False,2,False,2,PAYMENT_LINK,24,0.3233466112160797,PAYMENT_LINK,48,0.2738990242486981,NOT_RECOVERED
PAY_019521,4714.46,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7571003216633199,,0,0.0,RECOVERED
PAY_019842,3243.89,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,24,0.7380671293258918,,0,0.0,RECOVERED
PAY_016434,3349.43,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.618742653171659,,0,0.0,RECOVERED
PAY_018859,1554.82,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,48,0.7378090472021487,,0,0.0,RECOVERED
PAY_017263,3649.05,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.34130445907185303,PAYMENT_LINK,24,0.26564785432602583,NOT_RECOVERED
PAY_008264,1844.16,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7218572396936844,,0,0.0,RECOVERED
PAY_016851,2250.5,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8309420145903843,,0,0.0,RECOVERED
PAY_003111,4620.0,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.3625404278650898,PAYMENT_LINK,24,0.32138730706215257,NOT_RECOVERED
PAY_013842,1969.7,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.39428948699282,PAYMENT_LINK,24,0.332708020174923,RECOVERED
PAY_005056,4205.9,UNKNOWN,False,2,True,2,PAYMENT_LINK,24,0.3663710807923387,PAYMENT_LINK,48,0.32992692992887923,RECOVERED
PAY_013642,4823.2,BANK_ERROR,False,2,True,1,SMART_RETRY,24,0.8063775156519553,,0,0.0,RECOVERED
PAY_007239,4436.63,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8199969499091921,,0,0.0,RECOVERED
PAY_000145,2600.1,INSUFFICIENT_FUNDS,False,2,True,2,NUDGE,1,0.7621080471345469,NUDGE,24,0.6891540146798565,RECOVERED
PAY_012364,1656.79,BANK_ERROR,False,2,True,1,SMART_RETRY,24,0.8704577433583712,,0,0.0,RECOVERED
PAY_004502,5380.82,BANK_ERROR,True,1,True,1,SMART_RETRY,48,0.7074180877572563,,0,0.0,RECOVERED
PAY_011811,1128.2,BANK_ERROR,True,1,True,2,SMART_RETRY,24,0.8466921639948934,SMART_RETRY,48,0.7863873198070535,RECOVERED
PAY_008130,3727.68,UNKNOWN,False,2,True,1,PAYMENT_LINK,24,0.310261338241004,,0,0.0,RECOVERED
PAY_019996,2542.17,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,24,0.7254625607488409,,0,0.0,RECOVERED
PAY_019744,3430.25,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8333218794423247,,0,0.0,RECOVERED
PAY_017290,2827.89,UNKNOWN,False,2,True,1,PAYMENT_LINK,48,0.3925570391558217,,0,0.0,RECOVERED
PAY_007332,316.14,UNKNOWN,False,2,False,2,NUDGE,6,0.35754301916749454,SMART_RETRY,24,0.2660776765744282,NOT_RECOVERED
PAY_014636,1609.2,UNKNOWN,True,1,False,2,PAYMENT_LINK,24,0.34906326266888177,PAYMENT_LINK,48,0.30839655797374554,NOT_RECOVERED
PAY_018463,813.78,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6018546393478176,,0,0.0,RECOVERED
PAY_003358,2983.58,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6228652895330341,,0,0.0,RECOVERED
PAY_018421,1192.41,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6486103136744261,,0,0.0,RECOVERED
PAY_000389,886.74,MANDATE_FAILURE,True,1,True,2,PAYMENT_LINK,24,0.6368980087719681,PAYMENT_LINK,48,0.6518401099198488,RECOVERED
PAY_015064,815.53,BANK_ERROR,True,2,True,1,SMART_RETRY,1,0.842877742967754,,0,0.0,RECOVERED
PAY_006938,3481.96,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8372998041004692,,0,0.0,RECOVERED
PAY_014457,1354.34,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8685696086147029,,0,0.0,RECOVERED
PAY_012780,2976.97,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7469804857019026,,0,0.0,RECOVERED
PAY_016072,2141.33,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.6955674383714541,,0,0.0,RECOVERED
PAY_010460,3842.37,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.6670030799729807,,0,0.0,RECOVERED
PAY_010551,3229.67,INSUFFICIENT_FUNDS,False,2,True,2,NUDGE,1,0.7388744568019956,NUDGE,48,0.6246091555243451,RECOVERED
PAY_001792,3653.53,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7477096497572573,,0,0.0,RECOVERED
PAY_016080,1678.73,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6678513419149776,,0,0.0,RECOVERED
PAY_011493,3335.62,UNKNOWN,False,2,True,2,SMART_RETRY,1,0.2531238103721317,SMART_RETRY,24,0.27056432848255696,RECOVERED
PAY_018425,1173.52,BANK_ERROR,True,1,True,2,SMART_RETRY,24,0.8324048752195772,SMART_RETRY,48,0.7796683933328492,RECOVERED
PAY_004555,4294.43,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6718444161063024,,0,0.0,RECOVERED
PAY_016894,3712.35,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8305562742506614,,0,0.0,RECOVERED
PAY_004391,4489.7,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.3436269069098757,SMART_RETRY,48,0.3233473082775059,NOT_RECOVERED
PAY_003203,2814.43,UNKNOWN,False,2,False,1,PAYMENT_LINK,48,0.3905231262295985,,0,0.0,STOP
PAY_001415,2853.29,UNKNOWN,True,1,True,1,PAYMENT_LINK,1,0.4422847377441114,,0,0.0,RECOVERED
PAY_002600,3578.22,BANK_ERROR,False,2,True,2,SMART_RETRY,1,0.842454724921978,SMART_RETRY,24,0.8165150529901578,RECOVERED
PAY_013488,1269.09,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8588014462856924,,0,0.0,RECOVERED
PAY_013898,619.98,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.5601275201504702,,0,0.0,RECOVERED
PAY_003998,4391.5,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.613249586076763,,0,0.0,RECOVERED
PAY_006119,1258.14,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,48,0.699327167512217,,0,0.0,RECOVERED
PAY_009993,3949.87,INSUFFICIENT_FUNDS,True,1,False,1,NUDGE,48,0.7252704711313648,,0,0.0,STOP
PAY_010882,682.45,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.5974604341082379,,0,0.0,RECOVERED
PAY_015748,4483.27,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7199213957182556,,0,0.0,RECOVERED
PAY_011671,2329.98,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.42156145154953883,PAYMENT_LINK,48,0.39423796969845254,RECOVERED
PAY_015789,1087.43,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7367835574287999,,0,0.0,RECOVERED
PAY_007230,4941.81,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8158556889722937,,0,0.0,RECOVERED
PAY_014658,2044.28,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.6696373447708407,,0,0.0,RECOVERED
PAY_015218,3341.96,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6822677181811205,,0,0.0,RECOVERED
PAY_006814,2408.98,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8397786709997529,,0,0.0,RECOVERED
PAY_019982,2318.66,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.5583522185621278,,0,0.0,RECOVERED
PAY_007260,1100.23,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6119100574188509,,0,0.0,RECOVERED
PAY_004089,2978.47,INSUFFICIENT_FUNDS,True,2,True,2,NUDGE,24,0.7847974762028551,NUDGE,48,0.6990569331257855,RECOVERED
PAY_012531,3642.55,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6153738123127026,,0,0.0,RECOVERED
PAY_017324,4308.21,BANK_ERROR,True,1,True,1,SMART_RETRY,48,0.8404680525421163,,0,0.0,RECOVERED
PAY_010826,4399.86,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8252544756343516,,0,0.0,RECOVERED
PAY_013621,721.06,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.44337913214056834,PAYMENT_LINK,48,0.33157370174062384,NOT_RECOVERED
PAY_017718,3761.79,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8184437257607522,,0,0.0,RECOVERED
PAY_005930,3951.47,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6595326521733998,,0,0.0,RECOVERED
PAY_008639,1269.66,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7251822017448768,,0,0.0,RECOVERED
PAY_015325,4367.31,BANK_ERROR,False,2,True,1,SMART_RETRY,24,0.7682123049627725,,0,0.0,RECOVERED
PAY_005886,2583.18,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8472026561919841,,0,0.0,RECOVERED
PAY_001893,3604.32,INSUFFICIENT_FUNDS,True,2,True,2,NUDGE,24,0.7348380289757772,NUDGE,48,0.609065035135744,RECOVERED
PAY_007372,1177.21,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7669580231813586,,0,0.0,RECOVERED
PAY_010921,5064.19,UNKNOWN,False,2,True,1,PAYMENT_LINK,48,0.35712826343065907,,0,0.0,RECOVERED
PAY_008674,4881.85,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,6,0.5995136115808792,PAYMENT_LINK,24,0.5688741409053621,RECOVERED
PAY_001017,1963.29,BANK_ERROR,True,2,True,1,SMART_RETRY,48,0.8035255212613387,,0,0.0,RECOVERED
PAY_006384,2991.47,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.7117290704530732,,0,0.0,RECOVERED
PAY_001691,3590.13,UNKNOWN,False,2,True,1,PAYMENT_LINK,24,0.3245896949220106,,0,0.0,RECOVERED
PAY_008958,591.88,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7661253675743579,,0,0.0,RECOVERED
PAY_018547,2375.4,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8413457764014909,,0,0.0,RECOVERED
PAY_006132,5478.29,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6831996111179071,,0,0.0,RECOVERED
PAY_015146,3061.76,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.3368452681717855,PAYMENT_LINK,24,0.3348825302236201,RECOVERED
PAY_018663,2737.26,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.7038351904520836,,0,0.0,RECOVERED
PAY_017274,4801.75,MANDATE_FAILURE,False,2,False,2,PAYMENT_LINK,24,0.6565664361343291,PAYMENT_LINK,48,0.6220490276563578,NOT_RECOVERED
PAY_007427,4856.72,UNKNOWN,False,2,True,1,SMART_RETRY,1,0.4043236880093051,,0,0.0,RECOVERED
PAY_010411,1216.44,UNKNOWN,True,2,True,1,NUDGE,1,0.3960660311362723,,0,0.0,RECOVERED
PAY_012626,2495.4,UNKNOWN,False,2,True,1,PAYMENT_LINK,24,0.35302735602815033,,0,0.0,RECOVERED
PAY_004632,1083.5,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7459611000448853,,0,0.0,RECOVERED
PAY_006781,2671.98,INSUFFICIENT_FUNDS,False,2,True,2,NUDGE,1,0.7569997950250432,NUDGE,24,0.6975673498046869,RECOVERED
PAY_014544,415.09,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.6341622935488899,,0,0.0,RECOVERED
PAY_004791,773.79,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.2941928910091835,PAYMENT_LINK,24,0.2859066787392909,NOT_RECOVERED
PAY_017117,480.04,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.29475018939827086,SMART_RETRY,12,0.30177047380640476,NOT_RECOVERED
PAY_016435,2995.48,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8498758813222945,,0,0.0,RECOVERED
PAY_002018,2452.01,UNKNOWN,True,1,True,1,SMART_RETRY,1,0.3680275617578625,,0,0.0,RECOVERED
PAY_017508,3795.88,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,48,0.7159099897883401,,0,0.0,RECOVERED
PAY_018507,4090.5,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.806233460908134,,0,0.0,RECOVERED
PAY_018976,4586.35,UNKNOWN,False,2,True,2,SMART_RETRY,24,0.30539082322833383,PAYMENT_LINK,48,0.28067310011860125,RECOVERED
PAY_007350,3236.67,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6766229764772779,,0,0.0,RECOVERED
PAY_018088,3629.96,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8354030653793139,,0,0.0,RECOVERED
PAY_005841,692.78,MANDATE_FAILURE,False,2,False,1,PAYMENT_LINK,48,0.6464055033947186,,0,0.0,STOP
PAY_009813,2212.36,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8165002299520764,,0,0.0,RECOVERED
PAY_010207,359.08,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8421480826251648,,0,0.0,RECOVERED
PAY_004621,1593.49,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7514569317961122,,0,0.0,RECOVERED
PAY_010044,3165.45,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,1,0.6611156477355925,PAYMENT_LINK,48,0.5846419711021021,RECOVERED
PAY_017149,2851.49,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6561910365517163,,0,0.0,RECOVERED
PAY_012355,3547.71,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7205529539454514,,0,0.0,RECOVERED
PAY_019729,583.58,UNKNOWN,False,2,False,2,PAYMENT_LINK,6,0.37311660393796386,PAYMENT_LINK,24,0.31953194777069965,NOT_RECOVERED
PAY_019682,4160.72,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.3663185743137572,PAYMENT_LINK,24,0.346685959906147,NOT_RECOVERED
PAY_002890,981.04,UNKNOWN,False,2,True,1,PAYMENT_LINK,48,0.40675575910527084,,0,0.0,RECOVERED
PAY_006478,3956.92,BANK_ERROR,True,1,True,2,SMART_RETRY,24,0.8732894397287972,SMART_RETRY,48,0.8409145521724287,RECOVERED
PAY_002256,4208.65,UNKNOWN,False,2,True,1,PAYMENT_LINK,1,0.3459512151266948,,0,0.0,RECOVERED
PAY_007980,2251.71,UNKNOWN,True,1,True,2,PAYMENT_LINK,24,0.33051964564848996,PAYMENT_LINK,48,0.3438708000236766,RECOVERED
PAY_006362,3315.67,BANK_ERROR,True,1,True,1,SMART_RETRY,48,0.8529035048470384,,0,0.0,RECOVERED
PAY_017855,4757.45,UNKNOWN,False,2,False,2,SMART_RETRY,1,0.38616133429585653,PAYMENT_LINK,24,0.2619283693479509,NOT_RECOVERED
PAY_001399,3547.23,UNKNOWN,False,2,False,1,SMART_RETRY,48,0.29260656926163486,,0,0.0,STOP
PAY_001963,2689.61,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,1,0.6899847282664858,PAYMENT_LINK,48,0.6472786659841251,RECOVERED
PAY_019032,5515.18,INSUFFICIENT_FUNDS,False,2,False,1,NUDGE,48,0.7154759034998599,,0,0.0,STOP
PAY_005436,4314.95,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7856043385263195,,0,0.0,RECOVERED
PAY_015618,2762.45,BANK_ERROR,True,1,True,1,SMART_RETRY,48,0.8118044487304222,,0,0.0,RECOVERED
PAY_009989,4885.1,INSUFFICIENT_FUNDS,True,1,False,2,NUDGE,1,0.7079450343358111,NUDGE,24,0.6632595897381237,NOT_RECOVERED
PAY_016647,2428.61,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,24,0.7308286125431787,,0,0.0,RECOVERED
PAY_016921,3158.25,INSUFFICIENT_FUNDS,True,2,True,1,SMART_RETRY,1,0.7121407643017078,,0,0.0,RECOVERED
PAY_008118,5098.84,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7357898993617116,,0,0.0,RECOVERED
PAY_015014,964.01,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8153298633912458,,0,0.0,RECOVERED
PAY_002223,4189.45,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.6012305318280364,,0,0.0,RECOVERED
PAY_010396,3970.32,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7640414628671074,,0,0.0,RECOVERED
PAY_003622,2887.26,BANK_ERROR,False,2,False,2,SMART_RETRY,24,0.8372440803289956,SMART_RETRY,48,0.759546451404439,NOT_RECOVERED
PAY_014621,1595.26,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6903644916343668,,0,0.0,RECOVERED
PAY_012542,1903.01,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8438661018017695,,0,0.0,RECOVERED
PAY_001334,2233.23,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7339213837354083,,0,0.0,RECOVERED
PAY_007252,1026.44,BANK_ERROR,False,2,True,1,SMART_RETRY,24,0.7502784465419778,,0,0.0,RECOVERED
PAY_016241,575.93,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,48,0.7896185219702532,,0,0.0,RECOVERED
PAY_009472,1328.29,UNKNOWN,False,2,False,1,PAYMENT_LINK,48,0.3514525480579656,,0,0.0,STOP
PAY_009924,3923.95,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.780308952418891,,0,0.0,RECOVERED
PAY_002775,2950.16,INSUFFICIENT_FUNDS,True,2,True,2,NUDGE,24,0.7664962350058384,NUDGE,48,0.6521639154307767,RECOVERED
PAY_010420,1346.39,MANDATE_FAILURE,True,2,True,1,PAYMENT_LINK,24,0.6930548387421307,,0,0.0,RECOVERED
PAY_002653,4009.49,INSUFFICIENT_FUNDS,False,2,False,1,NUDGE,48,0.735818008470666,,0,0.0,STOP
PAY_002927,1110.93,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.5979499302187751,,0,0.0,RECOVERED
PAY_009289,4416.26,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8170066777919509,,0,0.0,RECOVERED
PAY_006031,2267.99,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.26712030418410243,SMART_RETRY,24,0.2857510991007833,NOT_RECOVERED
PAY_004450,1188.55,BANK_ERROR,False,2,True,1,SMART_RETRY,1,0.8136055190331289,,0,0.0,RECOVERED
PAY_007648,943.13,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.629802837320739,,0,0.0,RECOVERED
PAY_009388,3587.09,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6689314005496563,,0,0.0,RECOVERED
PAY_011500,4624.68,MANDATE_FAILURE,True,2,True,1,PAYMENT_LINK,1,0.6215005872856889,,0,0.0,RECOVERED
PAY_018893,5129.86,BANK_ERROR,False,2,False,2,SMART_RETRY,1,0.7794456823486285,SMART_RETRY,24,0.7569743122177206,NOT_RECOVERED
PAY_004545,4276.96,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6764577014240577,,0,0.0,RECOVERED
PAY_000275,2502.51,UNKNOWN,False,2,False,2,SMART_RETRY,24,0.3333041034348817,PAYMENT_LINK,48,0.3336173430034847,NOT_RECOVERED
PAY_007653,971.07,BANK_ERROR,True,1,True,1,SMART_RETRY,48,0.806032202292201,,0,0.0,RECOVERED
PAY_015905,1035.34,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,48,0.6499938519696328,,0,0.0,RECOVERED
PAY_012170,2378.01,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.7954515355409079,,0,0.0,RECOVERED
PAY_006139,4306.64,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.6902275573639701,,0,0.0,RECOVERED
PAY_011430,400.15,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,24,0.729960530353547,,0,0.0,RECOVERED
PAY_014845,1469.97,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6635481690271328,,0,0.0,RECOVERED
PAY_018962,4537.83,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,1,0.6465997173893214,PAYMENT_LINK,24,0.5834874775234503,RECOVERED
PAY_017546,1138.56,BANK_ERROR,False,2,True,1,SMART_RETRY,24,0.8498247545851508,,0,0.0,RECOVERED
PAY_019325,3609.48,MANDATE_FAILURE,True,1,True,2,PAYMENT_LINK,24,0.6298283667295965,PAYMENT_LINK,48,0.6091010706196982,RECOVERED
PAY_005598,4318.77,UNKNOWN,False,2,True,2,SMART_RETRY,1,0.31501618549890364,NUDGE,48,0.2801638585204016,RECOVERED
PAY_015215,3651.48,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7047794230398422,,0,0.0,RECOVERED
PAY_000798,1184.08,UNKNOWN,True,1,True,1,PAYMENT_LINK,48,0.45927781978868865,,0,0.0,RECOVERED
PAY_016203,3363.99,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6699185255721474,,0,0.0,RECOVERED
PAY_013785,2773.16,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7489744867786476,,0,0.0,RECOVERED
PAY_006472,3691.19,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.6887217419763152,,0,0.0,RECOVERED
PAY_006097,5399.75,UNKNOWN,False,2,True,1,PAYMENT_LINK,1,0.37205355939654067,,0,0.0,RECOVERED
PAY_002675,3174.42,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.692291213865756,,0,0.0,RECOVERED
PAY_000924,2647.63,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.6844298308543445,,0,0.0,RECOVERED
PAY_001005,1582.95,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,24,0.720125692535036,,0,0.0,RECOVERED
PAY_011491,3443.84,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.2983283609859537,PAYMENT_LINK,24,0.28389352680910795,RECOVERED
PAY_015928,359.93,BANK_ERROR,True,1,True,2,SMART_RETRY,24,0.8209331661996415,SMART_RETRY,48,0.7513956169550798,RECOVERED
PAY_002471,1088.41,UNKNOWN,False,2,False,1,PAYMENT_LINK,48,0.5125969089445915,,0,0.0,STOP
PAY_014849,1234.4,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.7983917222467127,,0,0.0,RECOVERED
PAY_018271,1028.79,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.6467828848637497,,0,0.0,RECOVERED
PAY_002936,1256.9,UNKNOWN,True,1,True,2,PAYMENT_LINK,1,0.41460433195158314,PAYMENT_LINK,48,0.3831697196077134,RECOVERED
PAY_004021,3618.84,BANK_ERROR,True,2,True,2,SMART_RETRY,1,0.815519957839801,SMART_RETRY,24,0.7981043985325197,RECOVERED
PAY_006207,4833.97,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7346258115351609,,0,0.0,RECOVERED
PAY_006784,2513.96,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.6755769818676373,,0,0.0,RECOVERED
PAY_007601,2347.11,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8390701914956853,,0,0.0,RECOVERED
PAY_000750,2670.37,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6814176733020879,,0,0.0,RECOVERED
PAY_003250,2056.16,UNKNOWN,False,2,False,2,SMART_RETRY,1,0.37168558460850276,NUDGE,24,0.2996500462779722,NOT_RECOVERED
