customer_id,avg_payment_amount,payment_frequency,preferred_method,preferred_payment_day,preferred_weekday,payment_day_variance,typical_payment_hour,successful_payments,failed_payments
CUST_00837,4324.65,weekly,CARD,26,5,0,15,19,1
CUST_00838,4086.64,weekly,WALLET,16,1,2,16,18,2
CUST_00839,2809.72,biweekly,WALLET,10,2,2,21,18,2
CUST_00840,2968.82,biweekly,UPI,23,1,0,11,17,3
CUST_00841,4124.94,biweekly,UPI,15,5,1,12,15,5
CUST_00842,1996.52,monthly,NETBANKING,12,0,1,9,17,3
CUST_00843,1950.13,monthly,CARD,19,4,2,18,16,4
CUST_00844,2830.66,biweekly,NETBANKING,11,5,2,15,14,6
CUST_00845,3941.3,biweekly,UPI,13,4,1,15,16,4
CUST_00846,3269.05,weekly,CARD,21,6,1,14,18,2
CUST_00847,3266.99,monthly,WALLET,28,0,0,10,18,2
CUST_00848,1915.04,biweekly,NETBANKING,21,2,2,12,14,6
CUST_00849,3145.31,biweekly,NETBANKING,15,6,1,19,17,3
CUST_00850,3058.52,biweekly,WALLET,6,1,0,10,17,3
CUST_00851,3720.53,monthly,NETBANKING,24,5,2,9,15,5
CUST_00852,1289.69,biweekly,UPI,4,0,1,16,20,0
CUST_00853,552.98,biweekly,UPI,4,2,2,10,20,0
CUST_00854,696.26,biweekly,NETBANKING,8,1,2,12,17,3
CUST_00855,2382.85,weekly,CARD,17,6,0,8,17,3
CUST_00856,465.23,biweekly,NETBANKING,28,3,1,21,18,2
CUST_00857,2840.75,biweekly,WALLET,5,5,2,10,19,1
CUST_00858,3076.91,biweekly,WALLET,17,5,2,16,14,6
CUST_00859,1755.41,biweekly,WALLET,18,1,0,15,19,1
CUST_00860,1746.98,biweekly,NETBANKING,5,2,0,8,17,3
CUST_00861,2759.59,weekly,NETBANKING,10,3,2,8,17,3
CUST_00862,3532.52,biweekly,WALLET,10,0,1,20,19,1
CUST_00863,1676.74,weekly,UPI,18,2,0,14,19,1
CUST_00864,4446.16,biweekly,WALLET,8,1,2,19,13,7
CUST_00865,3336.16,biweekly,CARD,9,0,1,18,17,3
CUST_00866,1425.94,monthly,NETBANKING,10,5,2,16,14,6
CUST_00867,4101.4,biweekly,CARD,28,0,0,10,15,5
CUST_00868,1661.1,monthly,WALLET,20,3,1,19,19,1
CUST_00869,3226.94,weekly,NETBANKING,1,1,0,16,18,2
CUST_00870,404.02,weekly,NETBANKING,9,1,2,15,17,3
CUST_00871,3717.4,weekly,UPI,5,0,1,11,20,0
CUST_00872,1906.99,biweekly,WALLET,12,3,2,20,20,0
CUST_00873,449.16,weekly,CARD,2,2,1,9,17,3
CUST_00874,2853.0,weekly,CARD,27,2,1,21,17,3
CUST_00875,359.29,monthly,CARD,13,6,1,11,17,3
CUST_00876,3766.81,weekly,CARD,15,5,0,16,16,4
CUST_00877,3430.24,weekly,WALLET,13,5,1,13,16,4
CUST_00878,1045.47,monthly,UPI,24,4,2,9,16,4
CUST_00879,1490.57,monthly,NETBANKING,7,2,0,21,18,2
CUST_00880,3433.47,weekly,CARD,21,3,1,8,16,4
CUST_00881,1086.59,biweekly,UPI,13,6,0,8,16,4
CUST_00882,4853.52,monthly,WALLET,23,4,0,13,18,2
CUST_00883,3922.75,weekly,CARD,16,0,2,17,19,1
CUST_00884,1890.58,monthly,UPI,2,2,2,10,17,3
CUST_00885,3596.24,weekly,CARD,16,1,1,16,17,3
CUST_00886,4006.24,biweekly,WALLET,24,1,0,19,19,1
CUST_00887,2075.51,monthly,CARD,9,0,1,19,15,5
CUST_00888,2356.25,biweekly,WALLET,7,4,0,16,15,5
CUST_00889,1934.02,monthly,WALLET,9,6,2,21,19,1
CUST_00890,2906.25,weekly,CARD,15,2,1,16,17,3
CUST_00891,2025.43,weekly,WALLET,24,1,0,17,16,4
CUST_00892,4327.1,monthly,CARD,11,5,0,18,17,3
CUST_00893,4845.67,biweekly,CARD,17,5,1,20,15,5
CUST_00894,2891.9,monthly,NETBANKING,11,3,2,13,18,2
CUST_00895,819.18,monthly,UPI,2,6,0,10,17,3
CUST_00896,4405.42,weekly,UPI,16,1,0,8,19,1
CUST_00897,2983.76,biweekly,WALLET,17,4,2,17,17,3
CUST_00898,1502.91,biweekly,CARD,20,5,0,8,18,2
CUST_00899,4671.99,weekly,WALLET,27,0,1,20,15,5
CUST_00900,3302.91,biweekly,WALLET,27,2,2,8,18,2
CUST_00901,4171.12,biweekly,UPI,24,0,1,9,16,4
CUST_00902,4739.64,monthly,UPI,4,5,0,16,14,6
CUST_00903,2111.06,weekly,CARD,19,5,0,16,15,5
CUST_00904,3821.21,biweekly,UPI,25,5,2,13,19,1
CUST_00905,3470.12,monthly,WALLET,4,1,0,16,14,6
CUST_00906,2187.32,biweekly,CARD,18,4,1,13,17,3
CUST_00907,4541.68,monthly,NETBANKING,28,2,1,20,17,3
CUST_00908,3276.23,monthly,NETBANKING,20,1,2,16,19,1
CUST_00909,1305.46,monthly,NETBANKING,12,3,1,14,16,4
CUST_00910,300.92,weekly,NETBANKING,20,0,2,10,16,4
CUST_00911,4969.04,biweekly,UPI,10,1,0,21,19,1
CUST_00912,1780.05,monthly,NETBANKING,18,4,2,17,18,2
CUST_00913,4651.84,weekly,UPI,2,3,1,10,19,1
CUST_00914,950.52,biweekly,CARD,8,2,1,9,17,3
CUST_00915,2981.29,monthly,CARD,24,0,2,13,19,1
CUST_00916,4026.65,weekly,WALLET,27,5,2,17,16,4
CUST_00917,4151.72,weekly,NETBANKING,2,5,2,14,20,0
CUST_00918,668.84,weekly,NETBANKING,12,6,1,14,17,3
CUST_00919,4672.16,weekly,CARD,24,5,2,8,18,2
CUST_00920,3279.27,monthly,WALLET,2,2,2,8,20,0
CUST_00921,1800.79,monthly,CARD,11,4,2,11,17,3
CUST_00922,1020.03,monthly,WALLET,15,6,2,17,17,3
CUST_00923,2672.23,weekly,WALLET,10,6,1,10,18,2
CUST_00924,921.29,weekly,WALLET,19,5,0,16,14,6
CUST_00925,2176.2,weekly,WALLET,17,3,2,10,18,2
CUST_00926,3881.55,biweekly,CARD,16,3,2,17,17,3
CUST_00927,1221.67,monthly,CARD,8,0,1,20,20,0
CUST_00928,2321.31,monthly,UPI,4,5,1,14,15,5
CUST_00929,2016.76,weekly,NETBANKING,12,4,2,8,18,2
CUST_00930,3917.5,weekly,NETBANKING,20,6,1,17,17,3
CUST_00931,985.35,weekly,CARD,7,5,1,10,20,0
CUST_00932,3861.35,weekly,UPI,24,0,0,17,18,2
CUST_00933,4655.63,biweekly,UPI,11,5,0,12,16,4
CUST_00934,2415.29,weekly,NETBANKING,7,5,2,11,18,2
CUST_00935,1257.87,monthly,NETBANKING,18,3,2,19,14,6
CUST_00936,4963.82,monthly,UPI,13,4,2,16,13,7
CUST_00937,504.37,weekly,UPI,10,1,2,17,19,1
CUST_00938,1575.02,biweekly,UPI,3,3,2,12,14,6
CUST_00939,3416.01,monthly,NETBANKING,28,0,0,12,17,3
CUST_00940,4376.83,monthly,WALLET,8,3,2,19,17,3
CUST_00941,768.14,biweekly,WALLET,28,4,2,9,19,1
CUST_00942,1176.16,monthly,WALLET,18,5,0,8,17,3
CUST_00943,1462.74,monthly,NETBANKING,11,3,1,19,15,5
CUST_00944,1037.92,biweekly,NETBANKING,12,5,1,11,18,2
CUST_00945,4981.17,monthly,NETBANKING,26,0,2,12,17,3
CUST_00946,4429.78,weekly,NETBANKING,8,1,1,14,15,5
CUST_00947,3387.58,weekly,WALLET,17,5,2,21,15,5
CUST_00948,3239.97,weekly,WALLET,8,4,0,14,18,2
CUST_00949,4861.52,monthly,NETBANKING,15,4,0,11,17,3
CUST_00950,3366.62,monthly,CARD,28,1,1,19,14,6
CUST_00951,3614.14,monthly,CARD,14,6,0,18,17,3
CUST_00952,4685.24,weekly,NETBANKING,3,4,2,19,17,3
CUST_00953,856.42,biweekly,CARD,24,0,1,14,15,5
CUST_00954,4817.62,biweekly,WALLET,24,6,2,19,15,5
CUST_00955,1586.84,weekly,UPI,5,1,0,20,19,1
CUST_00956,4933.99,monthly,NETBANKING,20,4,2,11,18,2
CUST_00957,3102.9,weekly,UPI,12,0,2,20,17,3
CUST_00958,2540.03,monthly,WALLET,23,5,1,10,17,3
CUST_00959,4305.01,biweekly,WALLET,5,1,0,11,16,4
CUST_00960,451.48,weekly,NETBANKING,14,1,2,18,19,1
CUST_00961,4944.74,weekly,UPI,6,3,2,15,17,3
CUST_00962,3532.95,biweekly,CARD,14,3,0,17,17,3
CUST_00963,3756.06,biweekly,NETBANKING,13,4,2,17,16,4
CUST_00964,3090.89,monthly,UPI,17,0,1,15,15,5
CUST_00965,4186.95,weekly,CARD,17,4,1,19,19,1
CUST_00966,484.48,biweekly,UPI,7,2,1,14,15,5
CUST_00967,4456.67,biweekly,WALLET,6,3,1,17,18,2
CUST_00968,4619.45,monthly,CARD,15,6,2,15,13,7
CUST_00969,725.07,monthly,UPI,6,6,2,19,17,3
CUST_00970,2868.11,biweekly,WALLET,11,3,0,10,17,3
CUST_00971,2432.3,monthly,CARD,15,0,1,13,18,2
CUST_00972,3551.07,monthly,CARD,23,5,0,9,18,2
CUST_00973,836.58,biweekly,NETBANKING,3,4,2,14,18,2
CUST_00974,3716.31,monthly,CARD,13,4,1,8,18,2
CUST_00975,3910.82,biweekly,CARD,6,6,0,10,17,3
CUST_00976,3915.04,weekly,WALLET,10,2,2,20,19,1
CUST_00977,4816.54,biweekly,CARD,4,1,0,8,15,5
CUST_00978,3226.03,biweekly,UPI,15,3,1,16,18,2
CUST_00979,4095.04,monthly,WALLET,8,1,2,18,17,3
CUST_00980,2535.85,biweekly,WALLET,3,4,2,8,19,1
CUST_00981,1450.15,monthly,NETBANKING,20,5,2,21,19,1
CUST_00982,4178.69,weekly,CARD,5,0,2,13,19,1
CUST_00983,472.59,weekly,NETBANKING,11,0,0,9,17,3
CUST_00984,2259.7,weekly,CARD,22,2,2,18,17,3
CUST_00985,3550.11,monthly,CARD,15,5,2,13,18,2
CUST_00986,4677.96,weekly,NETBANKING,11,2,1,21,18,2
CUST_00987,618.03,biweekly,UPI,10,3,0,9,17,3
CUST_00988,3564.71,biweekly,NETBANKING,17,3,2,11,17,3
CUST_00989,3570.4,monthly,UPI,4,4,2,18,18,2
CUST_00990,2786.05,weekly,WALLET,24,5,2,20,15,5
CUST_00991,4935.51,biweekly,WALLET,20,6,1,12,18,2
CUST_00992,2769.34,monthly,NETBANKING,5,4,2,15,18,2
CUST_00993,2742.62,monthly,WALLET,16,6,0,17,18,2
CUST_00994,1393.79,biweekly,CARD,1,0,0,15,18,2
CUST_00995,3239.67,weekly,CARD,26,4,1,14,18,2
CUST_00996,513.81,biweekly,CARD,1,5,0,19,17,3
CUST_00997,1623.65,weekly,NETBANKING,10,4,2,13,17,3
CUST_00998,3905.05,weekly,NETBANKING,11,3,2,17,19,1
CUST_00999,3195.17,weekly,CARD,7,2,1,18,17,3
CUST_01000,2551.81,biweekly,UPI,21,1,1,10,13,7
