payment_id,amount,failure_reason,baseline_recovered,baseline_action,baseline_timing,baseline_attempts,recoup_recovered,recoup_action,recoup_timing,recoup_attempts
PAY_010396,3970.32,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,1,1
PAY_003622,2887.26,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,24,1
PAY_014621,1595.26,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_012542,1903.01,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_001334,2233.23,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,1
PAY_007252,1026.44,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_016241,575.93,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_009472,1328.29,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,48,1
PAY_009924,3923.95,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_002775,2950.16,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_010420,1346.39,MANDATE_FAILURE,True,SMART_RETRY,25,2,False,PAYMENT_LINK,24,1
PAY_002653,4009.49,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_002927,1110.93,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_009289,4416.26,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_006031,2267.99,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_004450,1188.55,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_007648,943.13,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_009388,3587.09,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_011500,4624.68,MANDATE_FAILURE,True,SMART_RETRY,25,2,True,PAYMENT_LINK,1,1
PAY_018893,5129.86,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_004545,4276.96,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_000275,2502.51,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_007653,971.07,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_015905,1035.34,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_012170,2378.01,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,1
PAY_006139,4306.64,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_011430,400.15,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_014845,1469.97,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_018962,4537.83,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_017546,1138.56,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,48,1
PAY_019325,3609.48,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_005598,4318.77,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_015215,3651.48,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_000798,1184.08,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_016203,3363.99,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_013785,2773.16,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,1
PAY_006472,3691.19,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_006097,5399.75,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_002675,3174.42,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,24,1
PAY_000924,2647.63,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_001005,1582.95,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_011491,3443.84,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_015928,359.93,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,1
PAY_002471,1088.41,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_014849,1234.4,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_018271,1028.79,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_002936,1256.9,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_004021,3618.84,BANK_ERROR,True,SMART_RETRY,25,2,False,SMART_RETRY,1,1
PAY_006207,4833.97,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_006784,2513.96,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_007601,2347.11,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,1
PAY_000750,2670.37,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,48,1
PAY_003250,2056.16,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_017266,4572.54,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
